+-----------------+----------------+-----------------+--------------+------------------+
| follows.subject | follows.object | friendOf.object | likes.object | hasReview.object |
|       677       |      537       |       677       |     537      |       6188       |
|       677       |      537       |       677       |     537      |       427        |
|       677       |      537       |       677       |     537      |       2001       |
|       677       |      537       |       677       |     537      |      12332       |
|       677       |      537       |       677       |     537      |      13611       |
|        47       |      514       |      12571      |     514      |        0         |
|        47       |      514       |      12571      |     514      |       9334       |
|        47       |      514       |      12571      |     514      |      13624       |
|        47       |      514       |      12571      |     514      |       716        |
|        47       |      514       |      12571      |     514      |       9889       |
|        47       |      514       |      12571      |     514      |       4879       |
|        47       |      514       |      12571      |     514      |       8540       |
|        47       |      514       |      12571      |     514      |       347        |
|        47       |      514       |      12571      |     514      |       6323       |
|        47       |      514       |      12571      |     514      |      11351       |
|        47       |      514       |      12571      |     514      |       3170       |
|        47       |      514       |      12571      |     514      |      12220       |
|        47       |      514       |      12571      |     514      |       351        |
|        47       |      514       |      12571      |     514      |       2962       |
|        47       |      514       |      12571      |     514      |       3196       |
|        47       |      514       |      12571      |     514      |       4798       |
|        47       |      514       |      12571      |     514      |      13487       |
|        47       |      514       |      12571      |     514      |       2656       |
|        47       |      514       |      12571      |     514      |       8186       |
|        47       |      514       |      12571      |     514      |       2404       |
|        47       |      514       |      12571      |     514      |       887        |
|        47       |      514       |      12571      |     514      |      12252       |
|        47       |      514       |      12571      |     514      |      12072       |
|        47       |      514       |      12571      |     514      |       446        |
|        47       |      514       |      12571      |     514      |       5762       |
|      12699      |      373       |      11699      |     373      |       1249       |
|      12699      |      373       |      11699      |     373      |       5460       |
|      12699      |      373       |      11699      |     373      |       8853       |
|      12699      |      373       |      11699      |     373      |       4293       |
|      12699      |      373       |      11699      |     373      |       4516       |
|      12699      |      373       |      11699      |     373      |      13031       |
|      12699      |      373       |      11699      |     373      |       3703       |
|      12699      |      373       |      11699      |     373      |      12382       |
|      12699      |      373       |      11699      |     373      |       167        |
|      12699      |      373       |      11699      |     373      |       2373       |
|      12699      |      373       |      11699      |     373      |       8395       |
|      12699      |      373       |      11699      |     373      |       7829       |
|      12699      |      373       |      11699      |     373      |       9123       |
|      12699      |      373       |      11699      |     373      |       6111       |
|      12699      |      373       |      11699      |     373      |       2302       |
|      12699      |      373       |      11699      |     373      |       8192       |
|      12699      |      373       |      11699      |     373      |       6508       |
|      12699      |      373       |      11699      |     373      |       8677       |
|      12699      |      373       |      11699      |     373      |       8569       |
|      12699      |      373       |      11699      |     373      |       3822       |
|      12699      |      373       |      11699      |     373      |       8275       |
|      12699      |      373       |      11699      |     373      |       8948       |
|      12699      |      373       |      11699      |     373      |       291        |
|      12699      |      373       |      11699      |     373      |       4805       |
|      12699      |      373       |      11699      |     373      |      10927       |
|      12699      |      373       |      11699      |     373      |       8250       |
|      12699      |      373       |      11699      |     373      |       6359       |
|      12699      |      373       |      11699      |     373      |      12687       |
|      12699      |      373       |      11699      |     373      |      12668       |
|      12699      |      373       |      11699      |     373      |      12139       |
|      12699      |      373       |      11699      |     373      |       4139       |
|      12699      |      373       |      11699      |     373      |      12215       |
|      12699      |      373       |      11699      |     373      |      10466       |
|      12699      |      373       |      11699      |     373      |       3298       |
|      12699      |      373       |      11699      |     373      |      13085       |
|      12699      |      373       |      11699      |     373      |       3009       |
|      12699      |      373       |      11699      |     373      |       4337       |
|      12699      |      373       |      11699      |     373      |       1411       |
|      12699      |      373       |      11699      |     373      |       3311       |
|      12699      |      373       |      11699      |     373      |      10690       |
|      12699      |      373       |      11699      |     373      |       5114       |
|      12699      |      373       |      11699      |     373      |       2099       |
|      12699      |      373       |      11699      |     373      |       9956       |
|      12699      |      373       |      11699      |     373      |       7003       |
|      12699      |      373       |      11699      |     373      |      13330       |
|      12699      |      373       |      11699      |     373      |      12996       |
|      12699      |      373       |      11699      |     373      |       4026       |
|      12699      |      373       |      11699      |     373      |       9485       |
|      12699      |      373       |      11699      |     373      |       8360       |
|      12699      |      373       |      11699      |     373      |       1044       |
|      12699      |      373       |      11699      |     373      |       1601       |
|      12699      |      373       |      11699      |     373      |       7916       |
|      12808      |     11201      |       7506      |    11201     |      12847       |
|      12808      |     11201      |       7506      |    11201     |       1690       |
|      12808      |     11201      |       7506      |    11201     |      11597       |
|      12808      |     11201      |       7506      |    11201     |       1256       |
|      12808      |     11201      |       7506      |    11201     |       819        |
|      12808      |     11201      |       7506      |    11201     |      10183       |
|      12808      |     11201      |       7506      |    11201     |      11054       |
|      12808      |     11201      |       7506      |    11201     |      12894       |
|      12808      |     11201      |       7506      |    11201     |      13672       |
|      12808      |     11201      |       7506      |    11201     |       7692       |
|      12808      |     11201      |       7506      |    11201     |       4176       |
|      12808      |     11201      |       7506      |    11201     |       3140       |
|      12808      |     11201      |       7506      |    11201     |       2209       |
|      12808      |     11201      |       7506      |    11201     |       6859       |
|      12808      |     11201      |       7506      |    11201     |       7222       |
|      12808      |     11201      |       7506      |    11201     |       5927       |
|      12808      |     11201      |       7506      |    11201     |       1167       |
|      12808      |     11201      |       7506      |    11201     |       4912       |
|      12808      |     11201      |       7506      |    11201     |       9693       |
|      12808      |     11201      |       7506      |    11201     |      13042       |
|      12808      |     11201      |       7506      |    11201     |        89        |
|      12808      |     11201      |       7506      |    11201     |       160        |
|      12808      |     11201      |       7506      |    11201     |      10777       |
|      12808      |     11201      |       7506      |    11201     |      10931       |
|      12808      |     11201      |       7506      |    11201     |       3250       |
|      12808      |     11201      |       7506      |    11201     |       6750       |
|      12808      |     11201      |       7506      |    11201     |       1164       |
|      12808      |     11201      |       7506      |    11201     |       4033       |
|      12808      |     11201      |       7506      |    11201     |       4937       |
|      12808      |     11201      |       7506      |    11201     |       4053       |
|      12808      |     11201      |       7506      |    11201     |      11257       |
|      12808      |     11201      |       7506      |    11201     |      11411       |
|      12808      |     11201      |       7506      |    11201     |       3332       |
|      12808      |     11201      |       7506      |    11201     |       6373       |
|      12808      |     11201      |       7506      |    11201     |       1045       |
|      12808      |     11201      |       7506      |    11201     |      12038       |
|      12808      |     11201      |       7506      |    11201     |       3635       |
|      12808      |     11201      |       7506      |    11201     |       9478       |
|      12808      |     11201      |       7506      |    11201     |       4964       |
|      12808      |     11201      |       7506      |    11201     |       4376       |
|      12329      |      9222      |      11699      |     9222     |       1345       |
|      12329      |      9222      |      11699      |     9222     |      11404       |
|      12329      |      9222      |      11699      |     9222     |       6742       |
|      12329      |      9222      |      11699      |     9222     |      12372       |
|      12329      |      9222      |      11699      |     9222     |       1031       |
|      12329      |      9222      |      11699      |     9222     |       4404       |
|      12329      |      9222      |      11699      |     9222     |      13365       |
|      12329      |      9222      |      11699      |     9222     |      12179       |
|      12329      |      9222      |      11699      |     9222     |       3205       |
|      12329      |      9222      |      11699      |     9222     |       8976       |
|      12329      |      9222      |      11699      |     9222     |      13306       |
|      12329      |      9222      |      11699      |     9222     |      13003       |
|      12329      |      9222      |      11699      |     9222     |       4869       |
|      12329      |      9222      |      11699      |     9222     |       6353       |
|      12329      |      9222      |      11699      |     9222     |       2121       |
|      12329      |      9222      |      11699      |     9222     |       6458       |
|      12329      |      9222      |      11699      |     9222     |       470        |
|      12329      |      9222      |      11699      |     9222     |       3419       |
|      12329      |      9222      |      11699      |     9222     |      11929       |
|      12329      |      9222      |      11699      |     9222     |      12189       |
|      12329      |      9222      |      11699      |     9222     |       8689       |
|      12329      |      9222      |      11699      |     9222     |       2849       |
|      12329      |      9222      |      11699      |     9222     |      10287       |
|      12329      |      9222      |      11699      |     9222     |       1609       |
|      12329      |      9222      |      11699      |     9222     |       9366       |
|      12329      |      9222      |      11699      |     9222     |       9469       |
|      12329      |      9222      |      11699      |     9222     |      11323       |
|      12329      |      9222      |      11699      |     9222     |      11998       |
|      12329      |      9222      |      11699      |     9222     |      13640       |
|      11117      |      5000      |      11494      |     5000     |       6806       |
|      11117      |      5000      |      11494      |     5000     |       3896       |
|      11117      |      5000      |      11494      |     5000     |       1460       |
|      11117      |      5000      |      11494      |     5000     |       9641       |
|      11117      |      5000      |      11494      |     5000     |       315        |
|      11117      |      5000      |      11494      |     5000     |       9152       |
|      11117      |      5000      |      11494      |     5000     |       9797       |
|      11117      |      5000      |      11494      |     5000     |       5273       |
|      11117      |      5000      |      11494      |     5000     |      12865       |
|      11117      |      5000      |      11494      |     5000     |      11952       |
|      11117      |      5000      |      11494      |     5000     |       9403       |
|      11117      |      5000      |      11494      |     5000     |      13240       |
|      11117      |      5000      |      11494      |     5000     |      12618       |
|      11117      |      5000      |      11494      |     5000     |      11811       |
|      11117      |      5000      |      11494      |     5000     |       5224       |
|      11117      |      5000      |      11494      |     5000     |       7847       |
|      11117      |      5000      |      11494      |     5000     |       6775       |
|      11117      |      5000      |      11494      |     5000     |       7900       |
|      11117      |      5000      |      11494      |     5000     |       4388       |
|      11117      |      5000      |      11494      |     5000     |      13036       |
|      11117      |      5000      |      11494      |     5000     |       4868       |
|      11117      |      5000      |      11494      |     5000     |       5896       |
|      11117      |      5000      |      11494      |     5000     |      13412       |
|      11117      |      5000      |      11494      |     5000     |      10487       |
|      11117      |      5000      |      11494      |     5000     |       3243       |
|      11117      |      5000      |      11494      |     5000     |       2564       |
|      11117      |      5000      |      11494      |     5000     |      13690       |
|      11117      |      5000      |      11494      |     5000     |       5928       |
|      11117      |      5000      |      11494      |     5000     |       6694       |
|      11117      |      5000      |      11494      |     5000     |       9299       |
|      11117      |      5000      |      11494      |     5000     |       5356       |
|       3157      |      2127      |      12692      |     2127     |       3930       |
|       3157      |      2127      |      12692      |     2127     |       880        |
|       3157      |      2127      |      12692      |     2127     |       6862       |
|       3157      |      2127      |      12692      |     2127     |       3386       |
|       3157      |      2127      |      12692      |     2127     |       6190       |
|       3157      |      2127      |      12692      |     2127     |       1713       |
|       3157      |      2127      |      12692      |     2127     |      11497       |
|       3157      |      2127      |      12692      |     2127     |       1889       |
|       3157      |      2127      |      12692      |     2127     |      12528       |
|       3157      |      2127      |      12692      |     2127     |       4673       |
|       3157      |      2127      |      12692      |     2127     |      11715       |
|       3157      |      2127      |      12692      |     2127     |       7741       |
|      12808      |     11201      |       7506      |    11201     |      10532       |
|      12808      |     11201      |       7506      |    11201     |      11619       |
|      12808      |     11201      |       7506      |    11201     |       966        |
|      12808      |     11201      |       7506      |    11201     |       913        |
|      12808      |     11201      |       7506      |    11201     |       4881       |
|      12808      |     11201      |       7506      |    11201     |        56        |
|      12808      |     11201      |       7506      |    11201     |       416        |
|      12808      |     11201      |       7506      |    11201     |       5421       |
|      12808      |     11201      |       7506      |    11201     |       3350       |
|      12808      |     11201      |       7506      |    11201     |       3397       |
|      12808      |     11201      |       7506      |    11201     |       8957       |
|      12808      |     11201      |       7506      |    11201     |       2406       |
|      12808      |     11201      |       7506      |    11201     |        22        |
|      12808      |     11201      |       7506      |    11201     |       6121       |
|      12808      |     11201      |       7506      |    11201     |      12953       |
|      12808      |     11201      |       7506      |    11201     |       3237       |
|      12808      |     11201      |       7506      |    11201     |       850        |
|      12808      |     11201      |       7506      |    11201     |      12186       |
|      12808      |     11201      |       7506      |    11201     |       5776       |
|      12808      |     11201      |       7506      |    11201     |       1397       |
|      12808      |     11201      |       7506      |    11201     |       809        |
|      12808      |     11201      |       7506      |    11201     |       4909       |
|      12808      |     11201      |       7506      |    11201     |       5765       |
|      12808      |     11201      |       7506      |    11201     |       3643       |
|      12808      |     11201      |       7506      |    11201     |      12322       |
|      12808      |     11201      |       7506      |    11201     |      12175       |
|      12808      |     11201      |       7506      |    11201     |      11022       |
|      12808      |     11201      |       7506      |    11201     |       5469       |
|      12808      |     11201      |       7506      |    11201     |       508        |
|      12808      |     11201      |       7506      |    11201     |       4478       |
|      12808      |     11201      |       7506      |    11201     |       4071       |
|      12808      |     11201      |       7506      |    11201     |        88        |
|      12808      |     11201      |       7506      |    11201     |       2841       |
|      12808      |     11201      |       7506      |    11201     |       7980       |
|      12808      |     11201      |       7506      |    11201     |       8592       |
|      12808      |     11201      |       7506      |    11201     |       4945       |
|      12808      |     11201      |       7506      |    11201     |       1372       |
|      12808      |     11201      |       7506      |    11201     |       3457       |
|      12808      |     11201      |       7506      |    11201     |       5392       |
|      11117      |      5000      |      11494      |     5000     |       5657       |
|      11117      |      5000      |      11494      |     5000     |       2668       |
|      11117      |      5000      |      11494      |     5000     |      12050       |
|      11117      |      5000      |      11494      |     5000     |       821        |
|      11117      |      5000      |      11494      |     5000     |       7296       |
|      11117      |      5000      |      11494      |     5000     |       8922       |
|      11117      |      5000      |      11494      |     5000     |       4831       |
|      11117      |      5000      |      11494      |     5000     |       6817       |
|      11117      |      5000      |      11494      |     5000     |      13038       |
|      11117      |      5000      |      11494      |     5000     |      12187       |
|      11117      |      5000      |      11494      |     5000     |       333        |
|      11117      |      5000      |      11494      |     5000     |       6119       |
|      11117      |      5000      |      11494      |     5000     |       243        |
|      11117      |      5000      |      11494      |     5000     |       7140       |
|      11117      |      5000      |      11494      |     5000     |       3771       |
|      11117      |      5000      |      11494      |     5000     |       3882       |
|      11117      |      5000      |      11494      |     5000     |      13307       |
|      11117      |      5000      |      11494      |     5000     |       3989       |
|      11117      |      5000      |      11494      |     5000     |       7945       |
|      11117      |      5000      |      11494      |     5000     |       3530       |
|      11117      |      5000      |      11494      |     5000     |      12188       |
|      11117      |      5000      |      11494      |     5000     |       5623       |
|      11117      |      5000      |      11494      |     5000     |       9862       |
|      11117      |      5000      |      11494      |     5000     |       2477       |
|      11117      |      5000      |      11494      |     5000     |       9890       |
|      11117      |      5000      |      11494      |     5000     |       5474       |
|      11117      |      5000      |      11494      |     5000     |       2519       |
|      11117      |      5000      |      11494      |     5000     |       8005       |
|      11117      |      5000      |      11494      |     5000     |       2938       |
|      11117      |      5000      |      11494      |     5000     |       8491       |
|      11117      |      5000      |      11494      |     5000     |      11577       |
|      11117      |      5000      |      11494      |     5000     |       5562       |
|      11117      |      5000      |      11494      |     5000     |       3897       |
|      11117      |      5000      |      11494      |     5000     |       2771       |
|       4074      |      4944      |       4036      |     4944     |       3493       |
|       4074      |      4944      |       4036      |     4944     |       3307       |
|       4074      |      4944      |       4036      |     4944     |       9365       |
|       4074      |      4944      |       4036      |     4944     |      10582       |
|       4074      |      4944      |       4036      |     4944     |       2047       |
|       4074      |      4944      |       4036      |     4944     |       3592       |
|       4074      |      4944      |       4036      |     4944     |       2211       |
|       4074      |      4944      |       4036      |     4944     |      12371       |
|       4074      |      4944      |       4036      |     4944     |       3286       |
|       4074      |      4944      |       4036      |     4944     |       4105       |
|       4074      |      4944      |       4036      |     4944     |       9868       |
|       4074      |      4944      |       4036      |     4944     |      10336       |
|       4074      |      4944      |       4036      |     4944     |       3574       |
|       4074      |      4944      |       4036      |     4944     |       8029       |
|       4074      |      4944      |       4036      |     4944     |      10225       |
|       4074      |      4944      |       4036      |     4944     |       2674       |
|       4074      |      4944      |       4036      |     4944     |       8758       |
|       4074      |      4944      |       4036      |     4944     |       3760       |
|       4074      |      4944      |       4036      |     4944     |       5610       |
|       4074      |      4944      |       4036      |     4944     |       1375       |
|       4074      |      4944      |       4036      |     4944     |       8824       |
|       4074      |      4944      |       4036      |     4944     |       6830       |
|       4074      |      4944      |       4036      |     4944     |       8081       |
|       4074      |      4944      |       4036      |     4944     |       724        |
|       4074      |      4944      |       4036      |     4944     |       8855       |
|       4074      |      4944      |       4036      |     4944     |      13479       |
|       4074      |      4944      |       4036      |     4944     |       1872       |
|       4074      |      4944      |       4036      |     4944     |       6683       |
|       4074      |      4944      |       4036      |     4944     |       908        |
|       4074      |      4944      |       4036      |     4944     |       6751       |
|       4074      |      4944      |       4036      |     4944     |       9839       |
|       4074      |      4944      |       4036      |     4944     |       2222       |
|       4074      |      4944      |       4036      |     4944     |       7956       |
|       4074      |      4944      |       4036      |     4944     |       1259       |
|       4074      |      4944      |       4036      |     4944     |       6517       |
|       4074      |      4944      |       4036      |     4944     |       2664       |
|       4074      |      4944      |       4036      |     4944     |       402        |
|       4074      |      4944      |       4036      |     4944     |       1610       |
|       4074      |      4944      |       4036      |     4944     |      13301       |
|       6933      |      398       |       5472      |     398      |      11053       |
|       6933      |      398       |       5472      |     398      |       1508       |
|       6933      |      398       |       5472      |     398      |       4361       |
|       6933      |      398       |       5472      |     398      |       7483       |
|       6933      |      398       |       5472      |     398      |       2993       |
|       6933      |      398       |       5472      |     398      |       7928       |
|       6933      |      398       |       5472      |     398      |      12150       |
|       6933      |      398       |       5472      |     398      |       8613       |
|       6933      |      398       |       5472      |     398      |       1921       |
|       6933      |      398       |       5472      |     398      |       5989       |
|       6933      |      398       |       5472      |     398      |       8390       |
|       6933      |      398       |       5472      |     398      |       6370       |
|       6933      |      398       |       5472      |     398      |       3557       |
|       6933      |      398       |       5472      |     398      |       1174       |
|       6933      |      398       |       5472      |     398      |      13161       |
|       6933      |      398       |       5472      |     398      |      11367       |
|       6933      |      398       |       5472      |     398      |       1763       |
|       6933      |      398       |       5472      |     398      |       720        |
|       6933      |      398       |       5472      |     398      |       3240       |
|       6933      |      398       |       5472      |     398      |      12762       |
|       6933      |      398       |       5472      |     398      |       9855       |
|       6933      |      398       |       5472      |     398      |       2742       |
|       6933      |      398       |       5472      |     398      |       3586       |
|       6933      |      398       |       5472      |     398      |       6774       |
|       6933      |      398       |       5472      |     398      |      12044       |
|       6933      |      398       |       5472      |     398      |      13256       |
|       6933      |      398       |       5472      |     398      |      13750       |
|       6933      |      398       |       5472      |     398      |      11570       |
|       6933      |      398       |       5472      |     398      |       5121       |
|       7374      |      2750      |       459       |     2750     |      13242       |
|       7374      |      2750      |       459       |     2750     |       7283       |
|       7374      |      2750      |       459       |     2750     |      11152       |
|       7374      |      2750      |       459       |     2750     |       2681       |
|       7374      |      2750      |       459       |     2750     |      13454       |
|       7374      |      2750      |       459       |     2750     |      10033       |
|       7374      |      2750      |       459       |     2750     |       2617       |
|       7374      |      2750      |       459       |     2750     |      13063       |
|       7374      |      2750      |       459       |     2750     |       7965       |
|       7374      |      2750      |       459       |     2750     |      12742       |
|       7374      |      2750      |       459       |     2750     |       2258       |
|       7374      |      2750      |       459       |     2750     |       1695       |
|       7374      |      2750      |       459       |     2750     |       4948       |
|       7374      |      2750      |       459       |     2750     |       288        |
|       7374      |      2750      |       459       |     2750     |       7239       |
|       7374      |      2750      |       459       |     2750     |      10959       |
|       7374      |      2750      |       459       |     2750     |       2242       |
|       7374      |      2750      |       459       |     2750     |       4981       |
|       7374      |      2750      |       459       |     2750     |       6341       |
|       7374      |      2750      |       459       |     2750     |       8734       |
|       7374      |      2750      |       459       |     2750     |       8253       |
|       7374      |      2750      |       459       |     2750     |       3974       |
|       7374      |      2750      |       459       |     2750     |       6574       |
|       7374      |      2750      |       459       |     2750     |       6455       |
|       7374      |      2750      |       459       |     2750     |      13833       |
|       7374      |      2750      |       459       |     2750     |       7057       |
|       7374      |      2750      |       459       |     2750     |       1723       |
|       7374      |      2750      |       459       |     2750     |       1943       |
|       7050      |      6743      |      11699      |     6743     |       7378       |
|       7050      |      6743      |      11699      |     6743     |       4401       |
|       7050      |      6743      |      11699      |     6743     |       9265       |
|       7050      |      6743      |      11699      |     6743     |       3083       |
|       7050      |      6743      |      11699      |     6743     |       8771       |
