+-----------------+----------------+-----------------+--------------+------------------+
| follows.subject | follows.object | friendOf.object | likes.object | hasReview.object |
|      User21     |    User122     |      User3      |   User122    |    Review429     |
|      User21     |    User122     |      User3      |   User122    |    Review436     |
|      User21     |    User122     |      User3      |   User122    |    Review533     |
|      User21     |    User122     |      User3      |   User122    |    Review607     |
|      User21     |    User122     |      User3      |   User122    |    Review757     |
|      User21     |    User122     |      User3      |   User122    |    Review770     |
|      User21     |    User122     |      User3      |   User122    |    Review833     |
|      User21     |    User122     |      User3      |   User122    |    Review849     |
|      User21     |    User122     |      User3      |   User122    |    Review884     |
|      User21     |    User122     |      User3      |   User122    |    Review1019    |
|      User21     |    User122     |      User3      |   User122    |    Review1054    |
|      User21     |    User122     |      User3      |   User122    |    Review1069    |
|      User21     |    User122     |      User3      |   User122    |    Review1094    |
|      User21     |    User122     |      User3      |   User122    |    Review1121    |
|      User21     |    User122     |      User3      |   User122    |    Review1315    |
|      User21     |    User122     |      User3      |   User122    |    Review1414    |
|      User21     |    User122     |      User3      |   User122    |    Review1473    |
|      User16     |    User340     |      User10     |   User340    |     Review54     |
|      User16     |    User340     |      User10     |   User340    |     Review73     |
|      User16     |    User340     |      User10     |   User340    |    Review231     |
|      User16     |    User340     |      User10     |   User340    |    Review323     |
|      User16     |    User340     |      User10     |   User340    |    Review351     |
|      User16     |    User340     |      User10     |   User340    |    Review435     |
|      User16     |    User340     |      User10     |   User340    |    Review444     |
|      User16     |    User340     |      User10     |   User340    |    Review483     |
|      User16     |    User340     |      User10     |   User340    |    Review488     |
|      User16     |    User340     |      User10     |   User340    |    Review510     |
|      User16     |    User340     |      User10     |   User340    |    Review546     |
|      User16     |    User340     |      User10     |   User340    |    Review570     |
|      User16     |    User340     |      User10     |   User340    |    Review620     |
|      User16     |    User340     |      User10     |   User340    |    Review724     |
|      User16     |    User340     |      User10     |   User340    |    Review737     |
|      User16     |    User340     |      User10     |   User340    |    Review804     |
|      User16     |    User340     |      User10     |   User340    |    Review812     |
|      User16     |    User340     |      User10     |   User340    |    Review823     |
|      User16     |    User340     |      User10     |   User340    |    Review894     |
|      User16     |    User340     |      User10     |   User340    |    Review898     |
|      User16     |    User340     |      User10     |   User340    |    Review958     |
|      User16     |    User340     |      User10     |   User340    |    Review968     |
|      User16     |    User340     |      User10     |   User340    |    Review989     |
|      User16     |    User340     |      User10     |   User340    |    Review999     |
|      User16     |    User340     |      User10     |   User340    |    Review1001    |
|      User16     |    User340     |      User10     |   User340    |    Review1007    |
|      User16     |    User340     |      User10     |   User340    |    Review1060    |
|      User16     |    User340     |      User10     |   User340    |    Review1088    |
|      User16     |    User340     |      User10     |   User340    |    Review1108    |
|      User16     |    User340     |      User10     |   User340    |    Review1125    |
|      User16     |    User340     |      User10     |   User340    |    Review1172    |
|      User16     |    User340     |      User10     |   User340    |    Review1257    |
|      User16     |    User340     |      User10     |   User340    |    Review1477    |
|      User16     |    User340     |      User10     |   User340    |    Review1480    |
|     User409     |    User557     |      User27     |   User557    |     Review36     |
|     User409     |    User557     |      User27     |   User557    |     Review77     |
|     User409     |    User557     |      User27     |   User557    |     Review89     |
|     User409     |    User557     |      User27     |   User557    |    Review105     |
|     User409     |    User557     |      User27     |   User557    |    Review113     |
|     User409     |    User557     |      User27     |   User557    |    Review125     |
|     User409     |    User557     |      User27     |   User557    |    Review137     |
|     User409     |    User557     |      User27     |   User557    |    Review153     |
|     User409     |    User557     |      User27     |   User557    |    Review160     |
|     User409     |    User557     |      User27     |   User557    |    Review327     |
|     User409     |    User557     |      User27     |   User557    |    Review342     |
|     User409     |    User557     |      User27     |   User557    |    Review427     |
|     User409     |    User557     |      User27     |   User557    |    Review460     |
|     User409     |    User557     |      User27     |   User557    |    Review549     |
|     User409     |    User557     |      User27     |   User557    |    Review593     |
|     User409     |    User557     |      User27     |   User557    |    Review646     |
|     User409     |    User557     |      User27     |   User557    |    Review680     |
|     User409     |    User557     |      User27     |   User557    |    Review681     |
|     User409     |    User557     |      User27     |   User557    |    Review683     |
|     User409     |    User557     |      User27     |   User557    |    Review703     |
|     User409     |    User557     |      User27     |   User557    |    Review754     |
|     User409     |    User557     |      User27     |   User557    |    Review784     |
|     User409     |    User557     |      User27     |   User557    |    Review822     |
|     User409     |    User557     |      User27     |   User557    |    Review853     |
|     User409     |    User557     |      User27     |   User557    |    Review866     |
|     User409     |    User557     |      User27     |   User557    |    Review871     |
|     User409     |    User557     |      User27     |   User557    |    Review918     |
|     User409     |    User557     |      User27     |   User557    |    Review961     |
|     User409     |    User557     |      User27     |   User557    |    Review1089    |
|     User409     |    User557     |      User27     |   User557    |    Review1090    |
|     User409     |    User557     |      User27     |   User557    |    Review1106    |
|     User409     |    User557     |      User27     |   User557    |    Review1141    |
|     User409     |    User557     |      User27     |   User557    |    Review1278    |
|     User409     |    User557     |      User27     |   User557    |    Review1310    |
|     User409     |    User557     |      User27     |   User557    |    Review1312    |
|     User409     |    User557     |      User27     |   User557    |    Review1332    |
|     User409     |    User557     |      User27     |   User557    |    Review1333    |
|     User409     |    User557     |      User27     |   User557    |    Review1334    |
|     User409     |    User557     |      User27     |   User557    |    Review1358    |
|     User409     |    User557     |      User27     |   User557    |    Review1447    |
|      User30     |    User285     |      User55     |   User285    |    Review197     |
|      User30     |    User285     |      User55     |   User285    |    Review268     |
|      User30     |    User285     |      User55     |   User285    |    Review290     |
|      User30     |    User285     |      User55     |   User285    |    Review361     |
|      User30     |    User285     |      User55     |   User285    |    Review399     |
|      User30     |    User285     |      User55     |   User285    |    Review450     |
|      User30     |    User285     |      User55     |   User285    |    Review502     |
|      User30     |    User285     |      User55     |   User285    |    Review569     |
|      User30     |    User285     |      User55     |   User285    |    Review686     |
|      User30     |    User285     |      User55     |   User285    |    Review705     |
|      User30     |    User285     |      User55     |   User285    |    Review747     |
|      User30     |    User285     |      User55     |   User285    |    Review750     |
|      User30     |    User285     |      User55     |   User285    |    Review809     |
|      User30     |    User285     |      User55     |   User285    |    Review814     |
|      User30     |    User285     |      User55     |   User285    |    Review817     |
|      User30     |    User285     |      User55     |   User285    |    Review852     |
|      User30     |    User285     |      User55     |   User285    |    Review897     |
|      User30     |    User285     |      User55     |   User285    |    Review951     |
|      User30     |    User285     |      User55     |   User285    |    Review971     |
|      User30     |    User285     |      User55     |   User285    |    Review1063    |
|      User30     |    User285     |      User55     |   User285    |    Review1065    |
|      User30     |    User285     |      User55     |   User285    |    Review1076    |
|      User30     |    User285     |      User55     |   User285    |    Review1097    |
|      User30     |    User285     |      User55     |   User285    |    Review1180    |
|      User30     |    User285     |      User55     |   User285    |    Review1203    |
|      User30     |    User285     |      User55     |   User285    |    Review1259    |
|      User30     |    User285     |      User55     |   User285    |    Review1366    |
|      User30     |    User285     |      User55     |   User285    |    Review1377    |
|      User30     |    User285     |      User55     |   User285    |    Review1395    |
|      User30     |    User285     |      User55     |   User285    |    Review1418    |
|      User7      |     User6      |      User8      |    User6     |     Review55     |
|      User7      |     User6      |      User8      |    User6     |     Review78     |
|      User7      |     User6      |      User8      |    User6     |     Review92     |
|      User7      |     User6      |      User8      |    User6     |    Review271     |
|      User7      |     User6      |      User8      |    User6     |    Review273     |
|      User7      |     User6      |      User8      |    User6     |    Review353     |
|      User7      |     User6      |      User8      |    User6     |    Review406     |
|      User7      |     User6      |      User8      |    User6     |    Review458     |
|      User7      |     User6      |      User8      |    User6     |    Review532     |
|      User7      |     User6      |      User8      |    User6     |    Review578     |
|      User7      |     User6      |      User8      |    User6     |    Review655     |
|      User7      |     User6      |      User8      |    User6     |    Review673     |
|      User7      |     User6      |      User8      |    User6     |    Review725     |
|      User7      |     User6      |      User8      |    User6     |    Review788     |
|      User7      |     User6      |      User8      |    User6     |    Review802     |
|      User7      |     User6      |      User8      |    User6     |    Review930     |
|      User7      |     User6      |      User8      |    User6     |    Review1024    |
|      User7      |     User6      |      User8      |    User6     |    Review1027    |
|      User7      |     User6      |      User8      |    User6     |    Review1091    |
|      User7      |     User6      |      User8      |    User6     |    Review1146    |
|      User7      |     User6      |      User8      |    User6     |    Review1156    |
|      User7      |     User6      |      User8      |    User6     |    Review1272    |
|      User7      |     User6      |      User8      |    User6     |    Review1343    |
|      User7      |     User6      |      User8      |    User6     |    Review1387    |
|      User7      |     User6      |      User8      |    User6     |    Review1450    |
|      User7      |     User6      |      User8      |    User6     |    Review1476    |
|     User178     |    User697     |     User105     |   User697    |     Review39     |
|     User178     |    User697     |     User105     |   User697    |    Review121     |
|     User178     |    User697     |     User105     |   User697    |    Review164     |
|     User178     |    User697     |     User105     |   User697    |    Review185     |
|     User178     |    User697     |     User105     |   User697    |    Review246     |
|     User178     |    User697     |     User105     |   User697    |    Review277     |
|     User178     |    User697     |     User105     |   User697    |    Review345     |
|     User178     |    User697     |     User105     |   User697    |    Review445     |
|     User178     |    User697     |     User105     |   User697    |    Review523     |
|     User178     |    User697     |     User105     |   User697    |    Review575     |
|     User178     |    User697     |     User105     |   User697    |    Review922     |
|     User178     |    User697     |     User105     |   User697    |    Review928     |
|     User178     |    User697     |     User105     |   User697    |    Review947     |
|     User178     |    User697     |     User105     |   User697    |    Review1071    |
|     User178     |    User697     |     User105     |   User697    |    Review1171    |
|     User178     |    User697     |     User105     |   User697    |    Review1195    |
|     User178     |    User697     |     User105     |   User697    |    Review1199    |
|     User178     |    User697     |     User105     |   User697    |    Review1225    |
|     User178     |    User697     |     User105     |   User697    |    Review1287    |
|     User178     |    User697     |     User105     |   User697    |    Review1340    |
|     User178     |    User697     |     User105     |   User697    |    Review1362    |
|     User178     |    User697     |     User105     |   User697    |    Review1388    |
|     User178     |    User697     |     User105     |   User697    |    Review1396    |
|     User178     |    User697     |     User105     |   User697    |    Review1453    |
|      User16     |    User116     |      User47     |   User116    |     Review9      |
|      User16     |    User116     |      User47     |   User116    |     Review80     |
|      User16     |    User116     |      User47     |   User116    |     Review84     |
|      User16     |    User116     |      User47     |   User116    |    Review106     |
|      User16     |    User116     |      User47     |   User116    |    Review127     |
|      User16     |    User116     |      User47     |   User116    |    Review131     |
|      User16     |    User116     |      User47     |   User116    |    Review152     |
|      User16     |    User116     |      User47     |   User116    |    Review257     |
|      User16     |    User116     |      User47     |   User116    |    Review270     |
|      User16     |    User116     |      User47     |   User116    |    Review296     |
|      User16     |    User116     |      User47     |   User116    |    Review340     |
|      User16     |    User116     |      User47     |   User116    |    Review416     |
|      User16     |    User116     |      User47     |   User116    |    Review441     |
|      User16     |    User116     |      User47     |   User116    |    Review702     |
|      User16     |    User116     |      User47     |   User116    |    Review741     |
|      User16     |    User116     |      User47     |   User116    |    Review942     |
|      User16     |    User116     |      User47     |   User116    |    Review992     |
|      User16     |    User116     |      User47     |   User116    |    Review1188    |
|      User16     |    User116     |      User47     |   User116    |    Review1217    |
|      User16     |    User116     |      User47     |   User116    |    Review1264    |
|      User16     |    User116     |      User47     |   User116    |    Review1330    |
|      User16     |    User116     |      User47     |   User116    |    Review1421    |
|      User16     |    User116     |      User47     |   User116    |    Review1446    |
|      User17     |    User238     |      User2      |   User238    |    Review226     |
|      User17     |    User238     |      User2      |   User238    |    Review262     |
|      User17     |    User238     |      User2      |   User238    |    Review280     |
|      User17     |    User238     |      User2      |   User238    |    Review298     |
|      User17     |    User238     |      User2      |   User238    |    Review346     |
|      User17     |    User238     |      User2      |   User238    |    Review475     |
|      User17     |    User238     |      User2      |   User238    |    Review535     |
|      User17     |    User238     |      User2      |   User238    |    Review582     |
|      User17     |    User238     |      User2      |   User238    |    Review585     |
|      User17     |    User238     |      User2      |   User238    |    Review652     |
|      User17     |    User238     |      User2      |   User238    |    Review685     |
|      User17     |    User238     |      User2      |   User238    |    Review687     |
|      User17     |    User238     |      User2      |   User238    |    Review716     |
|      User17     |    User238     |      User2      |   User238    |    Review755     |
|      User17     |    User238     |      User2      |   User238    |    Review840     |
|      User17     |    User238     |      User2      |   User238    |    Review856     |
|      User17     |    User238     |      User2      |   User238    |    Review983     |
|      User17     |    User238     |      User2      |   User238    |    Review1002    |
|      User17     |    User238     |      User2      |   User238    |    Review1031    |
|      User17     |    User238     |      User2      |   User238    |    Review1062    |
|      User17     |    User238     |      User2      |   User238    |    Review1095    |
|      User17     |    User238     |      User2      |   User238    |    Review1124    |
|      User17     |    User238     |      User2      |   User238    |    Review1128    |
|      User17     |    User238     |      User2      |   User238    |    Review1138    |
|      User17     |    User238     |      User2      |   User238    |    Review1142    |
|      User17     |    User238     |      User2      |   User238    |    Review1202    |
|      User17     |    User238     |      User2      |   User238    |    Review1234    |
|      User17     |    User238     |      User2      |   User238    |    Review1256    |
|      User17     |    User238     |      User2      |   User238    |    Review1262    |
|      User17     |    User238     |      User2      |   User238    |    Review1339    |
|      User17     |    User238     |      User2      |   User238    |    Review1369    |
|      User17     |    User238     |      User2      |   User238    |    Review1374    |
|      User17     |    User238     |      User2      |   User238    |    Review1383    |
|      User17     |    User238     |      User2      |   User238    |    Review1468    |
|      User17     |    User238     |      User2      |   User238    |    Review1469    |
|      User17     |    User238     |      User2      |   User238    |    Review1472    |
|      User17     |    User238     |      User2      |   User238    |    Review1485    |
|      User17     |    User238     |      User2      |   User238    |    Review1486    |
|     User239     |    User211     |      User9      |   User211    |     Review70     |
|     User239     |    User211     |      User9      |   User211    |     Review87     |
|     User239     |    User211     |      User9      |   User211    |    Review132     |
|     User239     |    User211     |      User9      |   User211    |    Review206     |
|     User239     |    User211     |      User9      |   User211    |    Review213     |
|     User239     |    User211     |      User9      |   User211    |    Review245     |
|     User239     |    User211     |      User9      |   User211    |    Review266     |
|     User239     |    User211     |      User9      |   User211    |    Review301     |
|     User239     |    User211     |      User9      |   User211    |    Review324     |
|     User239     |    User211     |      User9      |   User211    |    Review341     |
|     User239     |    User211     |      User9      |   User211    |    Review479     |
|     User239     |    User211     |      User9      |   User211    |    Review498     |
|     User239     |    User211     |      User9      |   User211    |    Review543     |
|     User239     |    User211     |      User9      |   User211    |    Review621     |
|     User239     |    User211     |      User9      |   User211    |    Review633     |
|     User239     |    User211     |      User9      |   User211    |    Review692     |
|     User239     |    User211     |      User9      |   User211    |    Review714     |
|     User239     |    User211     |      User9      |   User211    |    Review718     |
|     User239     |    User211     |      User9      |   User211    |    Review734     |
|     User239     |    User211     |      User9      |   User211    |    Review791     |
|     User239     |    User211     |      User9      |   User211    |    Review801     |
|     User239     |    User211     |      User9      |   User211    |    Review872     |
|     User239     |    User211     |      User9      |   User211    |    Review945     |
|     User239     |    User211     |      User9      |   User211    |    Review963     |
|     User239     |    User211     |      User9      |   User211    |    Review985     |
|     User239     |    User211     |      User9      |   User211    |    Review1015    |
|     User239     |    User211     |      User9      |   User211    |    Review1035    |
|     User239     |    User211     |      User9      |   User211    |    Review1084    |
|     User239     |    User211     |      User9      |   User211    |    Review1116    |
|     User239     |    User211     |      User9      |   User211    |    Review1132    |
|     User239     |    User211     |      User9      |   User211    |    Review1163    |
|     User239     |    User211     |      User9      |   User211    |    Review1249    |
|     User239     |    User211     |      User9      |   User211    |    Review1346    |
|     User239     |    User211     |      User9      |   User211    |    Review1361    |
|     User239     |    User211     |      User9      |   User211    |    Review1409    |
|     User239     |    User211     |      User9      |   User211    |    Review1440    |
|     User239     |    User211     |      User9      |   User211    |    Review1444    |
|     User239     |    User211     |      User9      |   User211    |    Review1448    |
|     User523     |     User29     |      User10     |    User29    |    Review100     |
|     User523     |     User29     |      User10     |    User29    |    Review183     |
|     User523     |     User29     |      User10     |    User29    |    Review258     |
|     User523     |     User29     |      User10     |    User29    |    Review419     |
|     User523     |     User29     |      User10     |    User29    |    Review449     |
|     User523     |     User29     |      User10     |    User29    |    Review452     |
|     User523     |     User29     |      User10     |    User29    |    Review728     |
|     User523     |     User29     |      User10     |    User29    |    Review794     |
|     User523     |     User29     |      User10     |    User29    |    Review819     |
|     User523     |     User29     |      User10     |    User29    |    Review881     |
|     User523     |     User29     |      User10     |    User29    |    Review1026    |
|     User523     |     User29     |      User10     |    User29    |    Review1049    |
|     User523     |     User29     |      User10     |    User29    |    Review1170    |
|     User523     |     User29     |      User10     |    User29    |    Review1228    |
|     User523     |     User29     |      User10     |    User29    |    Review1309    |
|     User523     |     User29     |      User10     |    User29    |    Review1319    |
|     User523     |     User29     |      User10     |    User29    |    Review1327    |
|     User523     |     User29     |      User10     |    User29    |    Review1454    |
|      User30     |    User256     |      User66     |   User256    |     Review8      |
|      User30     |    User256     |      User66     |   User256    |     Review27     |
|      User30     |    User256     |      User66     |   User256    |     Review75     |
|      User30     |    User256     |      User66     |   User256    |     Review94     |
|      User30     |    User256     |      User66     |   User256    |    Review114     |
|      User30     |    User256     |      User66     |   User256    |    Review167     |
|      User30     |    User256     |      User66     |   User256    |    Review303     |
|      User30     |    User256     |      User66     |   User256    |    Review311     |
|      User30     |    User256     |      User66     |   User256    |    Review329     |
|      User30     |    User256     |      User66     |   User256    |    Review359     |
|      User30     |    User256     |      User66     |   User256    |    Review379     |
|      User30     |    User256     |      User66     |   User256    |    Review433     |
|      User30     |    User256     |      User66     |   User256    |    Review493     |
|      User30     |    User256     |      User66     |   User256    |    Review525     |
|      User30     |    User256     |      User66     |   User256    |    Review671     |
|      User30     |    User256     |      User66     |   User256    |    Review674     |
|      User30     |    User256     |      User66     |   User256    |    Review709     |
|      User30     |    User256     |      User66     |   User256    |    Review717     |
|      User30     |    User256     |      User66     |   User256    |    Review779     |
|      User30     |    User256     |      User66     |   User256    |    Review780     |
|      User30     |    User256     |      User66     |   User256    |    Review799     |
|      User30     |    User256     |      User66     |   User256    |    Review808     |
|      User30     |    User256     |      User66     |   User256    |    Review855     |
|      User30     |    User256     |      User66     |   User256    |    Review857     |
|      User30     |    User256     |      User66     |   User256    |    Review953     |
|      User30     |    User256     |      User66     |   User256    |    Review956     |
|      User30     |    User256     |      User66     |   User256    |    Review1066    |
|      User30     |    User256     |      User66     |   User256    |    Review1080    |
|      User30     |    User256     |      User66     |   User256    |    Review1085    |
|      User30     |    User256     |      User66     |   User256    |    Review1155    |
|      User30     |    User256     |      User66     |   User256    |    Review1167    |
|      User30     |    User256     |      User66     |   User256    |    Review1224    |
|      User30     |    User256     |      User66     |   User256    |    Review1266    |
|      User30     |    User256     |      User66     |   User256    |    Review1288    |
|      User30     |    User256     |      User66     |   User256    |    Review1290    |
|      User30     |    User256     |      User66     |   User256    |    Review1313    |
|      User30     |    User256     |      User66     |   User256    |    Review1342    |
|      User30     |    User256     |      User66     |   User256    |    Review1413    |
|      User30     |    User256     |      User66     |   User256    |    Review1422    |
|      User30     |    User256     |      User66     |   User256    |    Review1427    |
|      User30     |    User256     |      User66     |   User256    |    Review1482    |
|     User523     |     User29     |      User10     |    User29    |     Review86     |
|     User523     |     User29     |      User10     |    User29    |    Review102     |
|     User523     |     User29     |      User10     |    User29    |    Review190     |
|     User523     |     User29     |      User10     |    User29    |    Review240     |
|     User523     |     User29     |      User10     |    User29    |    Review315     |
|     User523     |     User29     |      User10     |    User29    |    Review356     |
|     User523     |     User29     |      User10     |    User29    |    Review376     |
|     User523     |     User29     |      User10     |    User29    |    Review402     |
|     User523     |     User29     |      User10     |    User29    |    Review425     |
|     User523     |     User29     |      User10     |    User29    |    Review701     |
|     User523     |     User29     |      User10     |    User29    |    Review704     |
|     User523     |     User29     |      User10     |    User29    |    Review800     |
|     User523     |     User29     |      User10     |    User29    |    Review907     |
|     User523     |     User29     |      User10     |    User29    |    Review1103    |
|     User523     |     User29     |      User10     |    User29    |    Review1115    |
|     User523     |     User29     |      User10     |    User29    |    Review1160    |
|     User523     |     User29     |      User10     |    User29    |    Review1182    |
|     User523     |     User29     |      User10     |    User29    |    Review1461    |
|     User523     |     User29     |      User10     |    User29    |    Review1493    |
|     User139     |     User35     |      User72     |    User35    |     Review0      |
|     User139     |     User35     |      User72     |    User35    |     Review43     |
|     User139     |     User35     |      User72     |    User35    |    Review275     |
|     User139     |     User35     |      User72     |    User35    |    Review440     |
|     User139     |     User35     |      User72     |    User35    |    Review456     |
|     User139     |     User35     |      User72     |    User35    |    Review492     |
|     User139     |     User35     |      User72     |    User35    |    Review526     |
